id,data,produto,cliente,quantidade
8167,2022-05-27,ADESIVO,DOLLY,94
8168,2022-02-13,SABAO,XOQUE,149
8169,2022-09-02,PAPEL,ACALME,106
8170,2022-12-14,SABAO,XOQUE,114
8171,2022-08-09,BORRACHA,CHIMBALAIE,126
8172,2022-01-11,SAL,ACALME,89
8173,2022-03-24,CAFE,MACAXEIRA,76
8174,2022-01-13,SABAO,SANTAROSA,88
8175,2022-03-20,PLASTICO,ACALME,54
8176,2022-06-10,SAL,PILAO,88
8177,2022-05-02,SAL,PILAO,92
8178,2022-10-27,CAFE,MACAXEIRA,93
8179,2022-11-29,ADESIVO,DOLLY,50
8180,2022-03-27,SABAO,XOQUE,146
8181,2022-08-16,PLASTICO,ACALME,90
8182,2022-09-02,CANETA,XOQUE,52
8183,2022-05-07,CAFE,DOLLY,135
8184,2022-12-28,ADESIVO,XOQUE,63
8185,2022-03-27,PAPEL,SANTAROSA,139
8186,2022-07-13,FARINHA,ACALME,70
8187,2022-02-24,CANETA,SANTAROSA,149
8188,2022-12-28,SABAO,DOLLY,118
8189,2022-08-09,CAFE,ACALME,144
8190,2022-10-30,CANETA,ACALME,81
8191,2022-04-02,FARINHA,XOQUE,142
8192,2022-10-31,PAPEL,DOLLY,57
8193,2022-06-18,CANETA,SANTAROSA,66
8194,2022-11-05,PLASTICO,DOLLY,60
8195,2022-04-05,PLASTICO,SANTAROSA,99
8196,2022-06-04,CAFE,MACAXEIRA,65
8197,2022-12-12,CANETA,PILAO,143
8198,2022-05-25,FARINHA,CHIMBALAIE,99
8199,2022-05-28,PLASTICO,DOLLY,101
8200,2022-08-13,SAL,ACALME,122
8201,2022-09-22,ADESIVO,DOLLY,147
8202,2022-11-07,CAFE,SANTAROSA,127
8203,2022-01-04,CAFE,ACALME,127
8204,2022-08-17,BORRACHA,PILAO,78
8205,2022-07-06,CANETA,ACALME,66
8206,2022-06-18,PLASTICO,DOLLY,87
8207,2023-01-05,BORRACHA,CHIMBALAIE,70
8208,2022-05-02,SABAO,ACALME,139
8209,2022-10-15,CAFE,MACAXEIRA,83
8210,2022-11-06,SAL,SANTAROSA,64
8211,2022-01-26,CAFE,SANTAROSA,61
8212,2023-01-30,CAFE,XOQUE,130
8213,2022-04-07,PAPEL,DOLLY,131
8214,2022-06-24,BORRACHA,MACAXEIRA,80
8215,2022-09-11,PAPEL,SANTAROSA,62
8216,2022-06-06,ADESIVO,ACALME,75
8217,2022-02-06,SAL,DOLLY,68
8218,2022-11-07,SAL,DOLLY,140
8219,2022-05-05,PAPEL,MACAXEIRA,56
8220,2022-06-30,FARINHA,PILAO,115
8221,2022-07-10,PAPEL,CHIMBALAIE,84
8222,2022-06-10,CAFE,CHIMBALAIE,133
8223,2022-05-10,SAL,DOLLY,105
8224,2022-11-05,ADESIVO,PILAO,112
8225,2022-04-02,SABAO,SANTAROSA,120
8226,2022-06-18,PLASTICO,ACALME,74
8227,2022-11-15,SABAO,SANTAROSA,85
8228,2022-02-15,ADESIVO,DOLLY,147
8229,2022-10-28,BORRACHA,CHIMBALAIE,103
8230,2022-01-13,ADESIVO,SANTAROSA,80
8231,2022-05-05,PLASTICO,MACAXEIRA,63
8232,2022-02-14,SABAO,PILAO,70
8233,2022-03-30,CAFE,SANTAROSA,146
8234,2022-12-05,PAPEL,DOLLY,89
8235,2022-04-03,SAL,ACALME,95
8236,2022-11-26,PAPEL,DOLLY,131
8237,2022-06-13,FARINHA,SANTAROSA,120
8238,2022-03-06,FARINHA,XOQUE,121
8239,2022-04-01,SAL,XOQUE,143
8240,2022-10-25,SABAO,ACALME,75
8241,2022-06-11,PLASTICO,ACALME,87
8242,2022-11-10,PLASTICO,ACALME,82
8243,2023-01-06,CANETA,CHIMBALAIE,77
8244,2022-01-09,PAPEL,CHIMBALAIE,113
8245,2022-12-22,SAL,ACALME,77
8246,2022-10-26,FARINHA,DOLLY,141
8247,2022-11-18,BORRACHA,PILAO,145
8248,2023-01-03,PLASTICO,XOQUE,145
8249,2022-01-04,ADESIVO,ACALME,62
8250,2022-02-10,SABAO,PILAO,104
8251,2022-11-07,SAL,MACAXEIRA,143
8252,2022-03-17,PLASTICO,MACAXEIRA,81
8253,2022-12-07,SABAO,XOQUE,97
8254,2022-01-22,CANETA,ACALME,104
8255,2022-05-28,FARINHA,XOQUE,121
8256,2022-11-02,PLASTICO,XOQUE,113
8257,2022-02-19,ADESIVO,CHIMBALAIE,87
8258,2022-08-18,SABAO,XOQUE,64
8259,2022-07-29,BORRACHA,PILAO,67
8260,2022-06-03,PAPEL,SANTAROSA,118
8261,2022-09-06,BORRACHA,CHIMBALAIE,115
8262,2022-06-14,CANETA,SANTAROSA,74
8263,2022-06-26,BORRACHA,MACAXEIRA,149
8264,2022-09-15,SABAO,ACALME,73
8265,2022-06-07,PAPEL,ACALME,113
8266,2022-03-16,CAFE,MACAXEIRA,104
8267,2022-10-08,BORRACHA,ACALME,81
8268,2022-10-01,CANETA,DOLLY,136
8269,2022-06-05,PLASTICO,XOQUE,107
8270,2022-12-22,PLASTICO,MACAXEIRA,123
8271,2022-06-11,FARINHA,ACALME,98
8272,2022-12-02,CANETA,CHIMBALAIE,56
8273,2022-10-18,PLASTICO,DOLLY,112
8274,2022-05-05,SAL,PILAO,57
8275,2022-06-05,SAL,CHIMBALAIE,107
8276,2022-03-01,CAFE,ACALME,142
8277,2022-06-25,PAPEL,SANTAROSA,65
8278,2022-07-03,CAFE,PILAO,120
8279,2022-12-24,CAFE,PILAO,106
8280,2023-01-22,SAL,MACAXEIRA,83
8281,2022-01-26,SABAO,PILAO,77
8282,2022-08-04,SABAO,CHIMBALAIE,56
8283,2022-10-14,FARINHA,XOQUE,72
8284,2022-02-28,SABAO,PILAO,91
8285,2022-03-30,FARINHA,ACALME,133
8286,2022-05-24,CAFE,XOQUE,117
8287,2022-06-19,CAFE,PILAO,51
8288,2022-04-10,PLASTICO,MACAXEIRA,85
8289,2022-09-04,FARINHA,PILAO,132
8290,2022-09-15,FARINHA,MACAXEIRA,101
8291,2023-01-21,SAL,SANTAROSA,83
8292,2022-10-29,FARINHA,ACALME,75
8293,2022-11-27,PAPEL,MACAXEIRA,66
8294,2022-04-12,PLASTICO,SANTAROSA,138
8295,2022-01-23,CANETA,MACAXEIRA,59
8296,2022-07-23,SABAO,DOLLY,57
8297,2022-06-20,PAPEL,CHIMBALAIE,139
8298,2022-08-11,BORRACHA,SANTAROSA,148
8299,2022-06-12,FARINHA,ACALME,113
8300,2022-11-06,BORRACHA,DOLLY,74
8301,2023-01-25,PAPEL,DOLLY,130
8302,2022-08-08,SAL,XOQUE,67
8303,2023-01-30,BORRACHA,XOQUE,91
8304,2022-10-26,CANETA,PILAO,146
8305,2022-09-09,CAFE,CHIMBALAIE,72
8306,2022-06-23,FARINHA,ACALME,60
8307,2022-03-16,SAL,SANTAROSA,79
8308,2022-09-28,CANETA,DOLLY,84
8309,2022-07-02,ADESIVO,SANTAROSA,63
8310,2022-10-07,BORRACHA,XOQUE,83
8311,2022-07-05,SABAO,XOQUE,142
8312,2022-07-05,PAPEL,PILAO,89
8313,2022-10-29,BORRACHA,CHIMBALAIE,75
8314,2022-12-06,SAL,CHIMBALAIE,122
8315,2023-01-12,PLASTICO,MACAXEIRA,89
8316,2022-10-28,PAPEL,ACALME,123
8317,2022-03-02,BORRACHA,CHIMBALAIE,108
8318,2022-09-07,FARINHA,SANTAROSA,62
8319,2022-10-24,PLASTICO,ACALME,89
8320,2022-03-28,SAL,PILAO,68
8321,2022-01-25,CAFE,CHIMBALAIE,85
8322,2022-05-02,BORRACHA,DOLLY,60
8323,2023-01-15,PLASTICO,CHIMBALAIE,55
8324,2022-05-13,CANETA,XOQUE,62
8325,2022-09-30,PLASTICO,DOLLY,127
8326,2022-05-08,CAFE,DOLLY,83
8327,2022-03-20,SABAO,MACAXEIRA,124
8328,2022-08-29,FARINHA,SANTAROSA,102
8329,2022-10-28,PLASTICO,SANTAROSA,101
8330,2022-08-20,PAPEL,PILAO,138
8331,2022-06-22,PLASTICO,PILAO,50
8332,2022-10-24,FARINHA,CHIMBALAIE,77
8333,2022-10-05,FARINHA,SANTAROSA,142
8334,2022-08-18,ADESIVO,ACALME,100
8335,2023-01-02,CAFE,MACAXEIRA,62
8336,2022-11-07,FARINHA,SANTAROSA,115
8337,2022-01-17,CANETA,SANTAROSA,68
8338,2022-05-13,ADESIVO,XOQUE,149
8339,2023-01-10,SABAO,MACAXEIRA,82
8340,2023-01-18,PLASTICO,CHIMBALAIE,132
8341,2022-05-13,CAFE,MACAXEIRA,57
8342,2023-01-19,CAFE,MACAXEIRA,64
8343,2022-03-27,BORRACHA,DOLLY,113
8344,2022-07-08,ADESIVO,MACAXEIRA,100
8345,2022-01-24,CANETA,XOQUE,84
8346,2023-01-19,FARINHA,XOQUE,124
8347,2022-07-12,FARINHA,SANTAROSA,84
8348,2022-10-17,FARINHA,MACAXEIRA,54
8349,2022-06-17,ADESIVO,XOQUE,79
8350,2022-04-13,PAPEL,XOQUE,86
8351,2022-01-31,CANETA,XOQUE,138
8352,2022-06-17,CANETA,SANTAROSA,127
8353,2022-12-12,SABAO,DOLLY,81
8354,2022-03-02,PLASTICO,ACALME,137
8355,2022-02-15,SABAO,CHIMBALAIE,73
8356,2022-06-10,CAFE,PILAO,84
8357,2022-05-14,PLASTICO,PILAO,84
8358,2022-04-23,PAPEL,CHIMBALAIE,61
8359,2022-03-02,SABAO,PILAO,79
8360,2022-04-10,CANETA,MACAXEIRA,98
8361,2022-05-30,BORRACHA,XOQUE,79
8362,2022-05-20,CANETA,SANTAROSA,105
8363,2022-11-06,FARINHA,CHIMBALAIE,61
8364,2022-10-29,FARINHA,DOLLY,99
8365,2022-02-05,ADESIVO,DOLLY,66
8366,2022-04-04,PAPEL,ACALME,61
8367,2022-03-11,BORRACHA,PILAO,54
8368,2022-03-16,SABAO,XOQUE,78
8369,2022-03-15,BORRACHA,SANTAROSA,52
8370,2022-12-07,CAFE,ACALME,77
8371,2022-12-03,PAPEL,ACALME,129
8372,2022-09-01,SAL,MACAXEIRA,139
8373,2022-05-03,SAL,CHIMBALAIE,141
8374,2022-11-24,SABAO,DOLLY,66
8375,2022-07-23,SABAO,PILAO,52
8376,2022-07-20,SAL,PILAO,73
8377,2022-07-31,SABAO,PILAO,86
8378,2022-01-18,PAPEL,XOQUE,128
8379,2022-07-11,CAFE,XOQUE,83
8380,2022-06-23,SAL,CHIMBALAIE,63
8381,2022-01-16,PLASTICO,ACALME,126
8382,2022-04-27,PAPEL,SANTAROSA,77
8383,2022-03-09,CAFE,DOLLY,135
8384,2022-10-10,PLASTICO,CHIMBALAIE,74
8385,2022-01-16,ADESIVO,XOQUE,91
8386,2022-08-20,SABAO,SANTAROSA,75
8387,2023-01-07,BORRACHA,SANTAROSA,131
8388,2022-03-16,FARINHA,MACAXEIRA,119
8389,2022-06-15,PAPEL,ACALME,97
8390,2022-02-04,FARINHA,PILAO,105
8391,2022-07-26,PAPEL,XOQUE,113
8392,2022-10-23,CAFE,ACALME,105
8393,2022-03-24,FARINHA,DOLLY,107
8394,2022-05-12,ADESIVO,XOQUE,73
8395,2022-06-30,SAL,ACALME,99
8396,2022-06-11,SAL,ACALME,101
8397,2023-01-10,BORRACHA,ACALME,76
8398,2022-05-16,CAFE,SANTAROSA,50
8399,2022-12-04,CAFE,DOLLY,127
8400,2022-02-23,SAL,CHIMBALAIE,124
8401,2022-06-04,PAPEL,SANTAROSA,113
8402,2022-06-15,SABAO,CHIMBALAIE,63
8403,2022-12-03,PLASTICO,ACALME,101
8404,2022-01-15,SABAO,CHIMBALAIE,92
8405,2022-04-23,SAL,ACALME,80
8406,2022-11-15,CAFE,CHIMBALAIE,97
8407,2022-12-13,ADESIVO,CHIMBALAIE,70
8408,2022-04-06,PAPEL,XOQUE,119
8409,2022-08-22,ADESIVO,MACAXEIRA,81
8410,2022-07-16,SABAO,CHIMBALAIE,79
8411,2022-11-20,BORRACHA,MACAXEIRA,79
8412,2022-06-22,PLASTICO,SANTAROSA,135
8413,2023-01-22,PLASTICO,ACALME,112
8414,2023-01-13,FARINHA,DOLLY,94
8415,2022-06-27,ADESIVO,PILAO,109
8416,2022-04-21,BORRACHA,MACAXEIRA,117
8417,2022-10-06,SAL,DOLLY,92
8418,2022-08-02,SAL,PILAO,63
8419,2022-11-20,ADESIVO,CHIMBALAIE,71
8420,2023-01-14,ADESIVO,CHIMBALAIE,83
8421,2022-08-16,SAL,DOLLY,58
8422,2023-01-10,CAFE,MACAXEIRA,76
8423,2022-06-27,SAL,CHIMBALAIE,106
8424,2022-10-12,PAPEL,PILAO,73
8425,2022-06-18,ADESIVO,PILAO,137
8426,2022-04-28,PLASTICO,ACALME,142
8427,2022-02-21,SAL,PILAO,90
8428,2022-07-03,ADESIVO,PILAO,138
8429,2023-01-23,SAL,ACALME,107
8430,2023-01-10,PAPEL,XOQUE,80
8431,2022-11-20,SABAO,XOQUE,111
8432,2023-01-14,PLASTICO,CHIMBALAIE,68
8433,2022-05-14,FARINHA,XOQUE,81
8434,2023-01-04,CANETA,ACALME,95
8435,2022-09-22,PLASTICO,ACALME,100
8436,2022-06-25,CANETA,XOQUE,71
8437,2022-06-05,PLASTICO,PILAO,119
8438,2022-08-21,CANETA,SANTAROSA,89
8439,2022-07-29,SAL,ACALME,148
8440,2022-02-16,FARINHA,MACAXEIRA,65
8441,2022-10-01,BORRACHA,PILAO,71
8442,2023-01-30,BORRACHA,CHIMBALAIE,129
8443,2022-07-26,PLASTICO,CHIMBALAIE,113
8444,2022-10-24,SAL,MACAXEIRA,76
8445,2022-10-29,BORRACHA,PILAO,68
8446,2022-09-17,FARINHA,SANTAROSA,75
8447,2022-08-31,SAL,PILAO,103
8448,2022-06-29,CAFE,PILAO,88
8449,2022-08-25,PAPEL,DOLLY,99
8450,2022-02-23,SABAO,XOQUE,95
8451,2022-05-24,BORRACHA,XOQUE,131
8452,2022-06-08,PLASTICO,CHIMBALAIE,110
8453,2022-10-12,SABAO,SANTAROSA,128
8454,2022-06-13,PAPEL,XOQUE,145
8455,2022-03-15,ADESIVO,XOQUE,146
8456,2022-11-24,CANETA,XOQUE,87
8457,2022-12-30,CANETA,XOQUE,55
8458,2022-08-22,CANETA,SANTAROSA,108
8459,2023-01-23,PLASTICO,XOQUE,53
8460,2022-09-05,CANETA,MACAXEIRA,116
8461,2022-03-04,SAL,MACAXEIRA,130
8462,2023-01-09,CANETA,XOQUE,136
8463,2022-07-08,CAFE,ACALME,74
8464,2022-01-15,CAFE,PILAO,118
8465,2022-03-28,PAPEL,CHIMBALAIE,121
8466,2022-10-08,BORRACHA,MACAXEIRA,120
8467,2022-12-12,SABAO,SANTAROSA,130
8468,2023-01-06,ADESIVO,XOQUE,58
8469,2022-03-03,FARINHA,ACALME,56
8470,2022-11-28,SABAO,MACAXEIRA,81
8471,2022-12-02,ADESIVO,SANTAROSA,122
8472,2022-10-07,SABAO,MACAXEIRA,112
8473,2022-07-10,SABAO,SANTAROSA,59
8474,2022-10-17,CAFE,SANTAROSA,146
8475,2022-08-19,PAPEL,CHIMBALAIE,62
8476,2022-07-20,SABAO,CHIMBALAIE,123
8477,2022-07-24,PAPEL,XOQUE,80
8478,2022-12-20,PAPEL,XOQUE,75
8479,2022-07-24,ADESIVO,CHIMBALAIE,80
8480,2022-07-11,PAPEL,CHIMBALAIE,95
8481,2022-03-13,PAPEL,XOQUE,80
8482,2022-08-17,CAFE,XOQUE,96
8483,2022-07-03,CANETA,CHIMBALAIE,77
8484,2022-04-06,ADESIVO,ACALME,89
8485,2022-12-24,CANETA,ACALME,77
8486,2022-09-14,FARINHA,XOQUE,71
8487,2023-01-08,ADESIVO,PILAO,116
8488,2022-06-05,CAFE,SANTAROSA,51
8489,2022-04-01,PLASTICO,CHIMBALAIE,135
8490,2022-02-18,SAL,ACALME,94
8491,2022-12-27,SABAO,PILAO,107
8492,2022-01-18,SAL,MACAXEIRA,130
8493,2022-09-10,CAFE,PILAO,61
8494,2022-09-26,PAPEL,PILAO,115
8495,2022-07-16,PAPEL,MACAXEIRA,110
8496,2023-01-19,SAL,CHIMBALAIE,84
8497,2022-04-21,PAPEL,XOQUE,81
8498,2022-11-20,PLASTICO,SANTAROSA,54
8499,2022-07-02,CAFE,MACAXEIRA,146
8500,2022-07-17,ADESIVO,ACALME,78
8501,2023-01-28,ADESIVO,PILAO,125
8502,2022-06-21,PAPEL,CHIMBALAIE,68
8503,2022-11-03,ADESIVO,MACAXEIRA,133
8504,2022-11-03,PLASTICO,ACALME,128
8505,2022-04-24,SABAO,SANTAROSA,99
8506,2022-05-03,BORRACHA,ACALME,81
8507,2022-12-31,BORRACHA,SANTAROSA,94
8508,2022-09-03,CANETA,XOQUE,113
8509,2022-02-05,CAFE,PILAO,121
8510,2022-12-21,CANETA,PILAO,121
8511,2022-04-05,FARINHA,MACAXEIRA,120
8512,2022-01-11,SAL,ACALME,87
8513,2022-07-01,CAFE,SANTAROSA,103
8514,2022-02-06,SAL,CHIMBALAIE,82
8515,2022-09-13,PAPEL,XOQUE,62
8516,2022-09-04,CANETA,SANTAROSA,52
8517,2022-10-13,BORRACHA,XOQUE,109
8518,2022-04-25,BORRACHA,SANTAROSA,112
8519,2022-03-05,CAFE,CHIMBALAIE,144
8520,2022-03-02,FARINHA,PILAO,55
8521,2022-03-12,PLASTICO,MACAXEIRA,121
8522,2022-09-26,ADESIVO,SANTAROSA,115
8523,2022-05-06,PAPEL,CHIMBALAIE,128
8524,2022-02-18,ADESIVO,CHIMBALAIE,143
8525,2022-01-12,SAL,XOQUE,66
8526,2022-05-20,SAL,SANTAROSA,135
8527,2022-04-11,SABAO,SANTAROSA,71
8528,2022-06-14,SABAO,MACAXEIRA,102
8529,2022-07-27,BORRACHA,XOQUE,56
8530,2022-01-01,PLASTICO,MACAXEIRA,127
8531,2022-04-25,FARINHA,XOQUE,75
8532,2022-03-22,FARINHA,CHIMBALAIE,80
8533,2022-11-05,BORRACHA,ACALME,95
8534,2022-08-19,ADESIVO,PILAO,68
8535,2022-12-26,SAL,CHIMBALAIE,72
8536,2022-08-03,SAL,PILAO,55
8537,2022-07-25,BORRACHA,ACALME,68
8538,2022-12-28,BORRACHA,DOLLY,93
8539,2022-07-06,CANETA,PILAO,137
8540,2022-11-08,ADESIVO,XOQUE,146
8541,2022-12-27,CAFE,ACALME,59
8542,2022-02-05,FARINHA,DOLLY,127
8543,2022-11-01,SAL,CHIMBALAIE,69
8544,2022-01-29,ADESIVO,MACAXEIRA,143
8545,2022-09-28,FARINHA,DOLLY,71
8546,2022-07-05,ADESIVO,SANTAROSA,120
8547,2022-11-28,SABAO,ACALME,65
8548,2023-01-23,CANETA,SANTAROSA,98
8549,2022-02-28,SABAO,DOLLY,120
8550,2022-09-22,FARINHA,ACALME,79
8551,2022-10-16,ADESIVO,ACALME,101
8552,2022-07-10,PAPEL,CHIMBALAIE,59
8553,2022-01-31,FARINHA,DOLLY,145
8554,2022-10-13,CAFE,MACAXEIRA,75
8555,2022-07-19,BORRACHA,CHIMBALAIE,54
8556,2022-10-01,ADESIVO,CHIMBALAIE,74
8557,2022-01-15,PLASTICO,DOLLY,87
8558,2022-07-26,BORRACHA,MACAXEIRA,138
8559,2022-03-30,SABAO,PILAO,85
8560,2022-04-10,BORRACHA,ACALME,107
8561,2022-09-17,FARINHA,MACAXEIRA,88
8562,2022-06-14,BORRACHA,DOLLY,95
8563,2022-04-20,SABAO,MACAXEIRA,55
8564,2022-07-25,CANETA,CHIMBALAIE,138
8565,2022-04-19,SAL,DOLLY,118
8566,2022-03-30,ADESIVO,ACALME,106
8567,2023-01-08,SABAO,SANTAROSA,53
8568,2022-02-03,BORRACHA,ACALME,57
8569,2022-05-22,CAFE,DOLLY,116
8570,2022-10-18,ADESIVO,XOQUE,102
8571,2022-09-24,SAL,CHIMBALAIE,147
8572,2022-07-15,PLASTICO,CHIMBALAIE,109
8573,2023-01-10,CAFE,MACAXEIRA,53
8574,2022-07-13,SAL,SANTAROSA,85
8575,2022-01-26,ADESIVO,MACAXEIRA,56
8576,2022-10-27,CANETA,SANTAROSA,128
8577,2022-05-16,SABAO,CHIMBALAIE,118
8578,2022-07-22,ADESIVO,SANTAROSA,71
8579,2022-11-13,CAFE,PILAO,125
8580,2023-01-21,ADESIVO,ACALME,136
8581,2022-05-18,ADESIVO,PILAO,54
8582,2022-04-17,BORRACHA,SANTAROSA,62
8583,2023-01-28,SAL,XOQUE,71
8584,2022-09-06,ADESIVO,DOLLY,80
8585,2022-01-26,PAPEL,ACALME,137
8586,2022-09-30,SABAO,PILAO,113
8587,2022-05-15,ADESIVO,DOLLY,134
8588,2022-04-07,PAPEL,MACAXEIRA,146
8589,2022-12-31,PAPEL,DOLLY,122
8590,2022-01-23,SAL,DOLLY,136
8591,2022-06-04,PLASTICO,XOQUE,130
8592,2022-05-03,SAL,ACALME,70
8593,2023-01-15,BORRACHA,PILAO,132
8594,2022-02-28,SAL,MACAXEIRA,123
8595,2022-08-24,PLASTICO,PILAO,69
8596,2022-09-22,BORRACHA,DOLLY,119
8597,2022-08-28,SABAO,CHIMBALAIE,86
8598,2023-01-20,PLASTICO,SANTAROSA,84
8599,2023-01-29,CAFE,CHIMBALAIE,72
8600,2022-11-30,CANETA,CHIMBALAIE,64
8601,2022-06-01,SAL,MACAXEIRA,139
8602,2022-05-11,FARINHA,MACAXEIRA,117
8603,2022-07-21,SAL,MACAXEIRA,99
8604,2022-03-15,PAPEL,XOQUE,141
8605,2022-05-02,FARINHA,CHIMBALAIE,60
8606,2022-10-31,BORRACHA,XOQUE,67
8607,2022-11-26,SABAO,MACAXEIRA,130
8608,2022-06-11,BORRACHA,CHIMBALAIE,54
8609,2022-07-01,SAL,ACALME,113
8610,2022-10-16,CAFE,SANTAROSA,128
8611,2022-06-11,CANETA,ACALME,144
8612,2023-01-11,CANETA,SANTAROSA,123
8613,2022-11-03,FARINHA,MACAXEIRA,67
8614,2022-12-04,PAPEL,CHIMBALAIE,100
8615,2022-12-12,PLASTICO,SANTAROSA,110
8616,2022-07-08,CAFE,DOLLY,57
8617,2022-06-06,SAL,DOLLY,97
8618,2022-10-23,CANETA,ACALME,64
8619,2022-12-15,PAPEL,MACAXEIRA,93
8620,2022-06-08,PLASTICO,SANTAROSA,106
8621,2022-12-28,BORRACHA,PILAO,68
8622,2022-08-23,CAFE,CHIMBALAIE,80
8623,2022-02-23,CAFE,ACALME,99
8624,2022-11-11,SABAO,XOQUE,132
8625,2022-02-21,BORRACHA,XOQUE,137
8626,2022-06-02,SAL,MACAXEIRA,120
8627,2022-01-20,PAPEL,XOQUE,92
8628,2022-05-18,BORRACHA,PILAO,71
8629,2022-08-11,CANETA,SANTAROSA,77
8630,2022-02-04,PLASTICO,MACAXEIRA,133
8631,2022-03-30,FARINHA,SANTAROSA,102
8632,2022-01-17,PLASTICO,ACALME,148
8633,2022-03-01,FARINHA,PILAO,92
8634,2022-08-21,ADESIVO,XOQUE,67
8635,2022-08-08,ADESIVO,XOQUE,87
8636,2022-01-09,SABAO,PILAO,50
8637,2022-09-03,SAL,MACAXEIRA,142
8638,2022-09-24,SAL,XOQUE,57
8639,2022-05-16,SAL,MACAXEIRA,137
8640,2022-11-26,ADESIVO,DOLLY,134
8641,2022-09-07,ADESIVO,ACALME,72
8642,2023-01-12,PAPEL,CHIMBALAIE,77
8643,2022-11-21,FARINHA,XOQUE,65
8644,2022-11-07,PLASTICO,PILAO,143
8645,2022-12-31,CAFE,PILAO,147
8646,2022-07-16,FARINHA,PILAO,134
8647,2023-01-08,PLASTICO,XOQUE,88
8648,2022-02-03,PAPEL,XOQUE,62
8649,2022-01-30,ADESIVO,XOQUE,60
8650,2022-08-24,ADESIVO,MACAXEIRA,120
8651,2022-08-09,CAFE,CHIMBALAIE,135
8652,2022-11-17,PAPEL,XOQUE,54
8653,2022-04-15,FARINHA,XOQUE,139
8654,2022-11-12,PAPEL,PILAO,122
8655,2022-11-19,PAPEL,CHIMBALAIE,134
8656,2022-05-05,CAFE,ACALME,89
8657,2023-01-14,FARINHA,XOQUE,123
8658,2022-07-24,PAPEL,CHIMBALAIE,114
8659,2022-09-20,FARINHA,CHIMBALAIE,104
8660,2022-06-30,ADESIVO,PILAO,80
8661,2022-11-19,BORRACHA,MACAXEIRA,68
8662,2022-04-22,BORRACHA,CHIMBALAIE,121
8663,2022-03-17,SAL,MACAXEIRA,85
8664,2022-09-20,CANETA,ACALME,108
8665,2022-09-15,PLASTICO,CHIMBALAIE,73
8666,2022-11-07,FARINHA,SANTAROSA,133
8667,2022-01-17,CANETA,DOLLY,98
8668,2022-09-16,PLASTICO,SANTAROSA,125
8669,2022-04-19,PLASTICO,ACALME,109
8670,2022-08-06,PLASTICO,PILAO,100
8671,2022-11-01,CAFE,XOQUE,147
8672,2022-08-04,ADESIVO,XOQUE,53
8673,2022-07-07,PAPEL,DOLLY,85
8674,2022-06-20,CAFE,XOQUE,54
8675,2022-02-14,BORRACHA,SANTAROSA,68
8676,2022-10-03,SABAO,SANTAROSA,100
8677,2022-10-25,SABAO,XOQUE,127
8678,2022-03-14,CANETA,CHIMBALAIE,118
8679,2022-11-26,BORRACHA,PILAO,111
8680,2022-04-27,SABAO,DOLLY,81
8681,2022-07-14,ADESIVO,DOLLY,127
8682,2022-03-18,CAFE,MACAXEIRA,71
8683,2022-09-27,ADESIVO,ACALME,53
8684,2022-12-29,SAL,SANTAROSA,97
8685,2022-02-07,FARINHA,CHIMBALAIE,120
8686,2022-04-01,CANETA,CHIMBALAIE,65
8687,2022-09-14,BORRACHA,DOLLY,73
8688,2022-02-24,SAL,ACALME,81
8689,2022-04-21,SABAO,DOLLY,95
8690,2022-07-17,SABAO,XOQUE,139
8691,2022-11-23,FARINHA,SANTAROSA,71
8692,2023-01-08,CAFE,ACALME,89
8693,2022-10-19,ADESIVO,XOQUE,116
8694,2022-10-25,BORRACHA,SANTAROSA,76
8695,2022-09-12,PLASTICO,MACAXEIRA,94
8696,2022-11-30,CAFE,DOLLY,104
8697,2022-06-18,CANETA,XOQUE,50
8698,2022-08-28,ADESIVO,XOQUE,89
8699,2022-10-31,FARINHA,XOQUE,139
8700,2022-03-16,SAL,SANTAROSA,58
8701,2022-03-12,ADESIVO,SANTAROSA,91
8702,2022-02-06,BORRACHA,ACALME,128
8703,2022-11-11,FARINHA,ACALME,99
8704,2022-04-22,CANETA,XOQUE,117
8705,2022-12-25,CANETA,XOQUE,120
8706,2022-12-01,PAPEL,MACAXEIRA,77
8707,2022-05-15,BORRACHA,PILAO,56
8708,2022-02-01,PAPEL,PILAO,66
8709,2022-04-30,PLASTICO,XOQUE,68
8710,2023-01-24,PLASTICO,MACAXEIRA,138
8711,2022-05-18,PAPEL,MACAXEIRA,105
8712,2022-08-24,CANETA,MACAXEIRA,146
8713,2022-08-24,SAL,SANTAROSA,99
8714,2022-09-12,CAFE,SANTAROSA,126
8715,2022-06-20,ADESIVO,XOQUE,82
8716,2022-03-10,CAFE,CHIMBALAIE,91
8717,2022-04-07,CAFE,SANTAROSA,127
8718,2022-05-06,CANETA,CHIMBALAIE,104
8719,2022-04-05,SABAO,DOLLY,147
8720,2022-08-09,SAL,DOLLY,115
8721,2022-03-26,FARINHA,PILAO,100
8722,2023-01-30,PLASTICO,CHIMBALAIE,136
8723,2022-02-10,ADESIVO,DOLLY,104
8724,2022-12-08,CANETA,CHIMBALAIE,127
8725,2022-04-15,PAPEL,SANTAROSA,130
8726,2022-08-16,CAFE,ACALME,111
8727,2022-10-01,SABAO,DOLLY,107
8728,2022-12-02,FARINHA,PILAO,125
8729,2022-02-22,CAFE,CHIMBALAIE,149
8730,2022-10-03,FARINHA,PILAO,89
